month,hour,wind_speed,wind_direction,temperature,pressure,pm25,pm10,fire_points_100km
5,23,8.2,139,30.2,976.1,150.9414268726133,211.4270027421572,1
5,0,7.9,135,29.8,976.8,154.66482052969633,273.7040128676352,1
5,1,6.6,127,31.9,977.6,158.47277966247117,239.8343275659528,1
5,2,14.4,98,31.0,978.7,169.91311175587109,257.4408828661061,1
5,3,12.2,114,32.4,978.9,158.6475096371407,284.29045771366907,3
5,4,9.9,143,34.5,979.0,141.39461366334152,202.50795501477552,1
5,5,6.5,150,36.8,979.1,122.78301438669187,194.98474787940845,1
5,6,4.2,149,38.8,978.7,92.20936410738268,137.3605221546591,0
5,7,4.6,149,40.3,978.0,125.03153464574925,218.56835363256516,2
5,8,4.8,155,41.2,977.2,107.18025569534908,192.6092530698614,2
5,9,3.4,155,42.2,976.0,99.5434257720276,182.43139606940912,3
5,10,2.5,69,43.0,975.0,91.83688369649104,142.63542092540595,3
5,11,22.6,338,41.2,975.9,93.66429579397844,136.1457231936667,0
5,12,14.0,26,37.7,975.8,102.93392440267009,148.96702472096786,2
5,13,13.7,93,35.0,974.5,111.94763428779926,185.3506826212036,2
5,14,14.9,69,34.3,975.7,98.40670928048527,193.6158544650036,3
5,15,13.6,84,33.2,976.4,92.45921264564058,141.52153074984216,2
5,16,12.8,104,32.4,976.9,93.85199063840102,145.85021311311854,2
5,17,11.0,132,31.7,976.8,87.13642468180771,127.26564825809176,2
5,18,12.7,145,31.2,976.8,108.93296585392685,192.08609177644195,3
5,19,11.6,139,30.9,976.6,111.80429354310796,202.13363478282287,5
5,20,10.6,136,30.5,976.4,118.04703097954442,210.80351551984367,1
5,21,10.6,134,30.0,976.5,122.58554691160116,234.9570387597004,2
5,22,10.1,117,29.6,976.7,139.12910008272092,235.38633332630732,1
5,23,9.9,102,29.1,977.2,139.13151345500444,206.00844578296795,0
5,0,12.4,88,28.4,977.8,116.96588289016628,184.06255202170416,2
5,1,7.5,107,25.0,979.0,122.46461387743928,220.1249979779479,3
5,2,9.2,116,26.3,979.5,111.64779908281793,197.37915007848017,2
5,3,12.0,107,28.1,980.4,103.7537689482898,178.31142214810774,2
5,4,14.4,118,30.0,980.8,113.37385233478722,205.1815775612971,0
5,5,14.2,112,31.9,980.4,131.81071317281305,234.9439639764565,3
5,6,14.7,115,33.5,979.9,130.14871550657267,251.03018309390308,0
5,7,13.6,121,34.8,978.9,132.96633914489985,232.9051462382067,1
5,8,11.2,127,36.0,978.0,156.40292939993844,292.0294211612374,3
5,9,9.3,130,36.8,976.9,150.77393415227314,233.5826416273148,2
5,10,8.7,128,37.0,976.2,181.12178744975176,327.2706875924912,2
5,11,9.1,124,36.8,975.8,177.89225338924976,345.3451615731227,3
5,12,9.8,126,36.2,975.3,140.0915866629875,228.55093363379976,4
5,13,11.4,114,32.4,975.9,143.78255231325676,268.5085263826573,2
5,14,10.6,114,31.5,976.0,141.52167285517274,259.6743786208676,2
5,15,11.5,104,30.6,976.5,153.11579688089665,219.83075627484627,2
5,16,10.4,108,29.8,977.1,154.30193746185637,269.85942774169695,4
5,17,10.4,113,29.4,977.5,143.19490395591413,211.6583363512149,1
5,18,9.4,119,28.9,977.6,116.91094001598223,231.52943225495127,1
5,19,10.7,113,28.4,977.3,108.48449715509366,204.6933769681417,0
5,20,11.3,110,28.0,976.9,91.2782406264448,133.79877419663245,0
5,21,11.2,106,27.5,976.8,79.84256481672949,117.61218580167191,2
5,22,10.8,108,27.0,976.9,91.8869844013657,161.4164240619373,5
5,23,10.9,107,26.7,977.2,118.94685352650023,191.13968418705227,5
5,0,11.8,101,26.4,977.1,124.17224112119494,176.44174081929404,1
5,1,10.7,103,27.5,978.0,105.01677107854768,181.15234485081265,2
5,2,11.7,104,28.6,978.4,112.38413399399504,183.49036898279823,2
5,3,13.0,104,30.4,978.3,130.29519289428032,190.3151386943845,4
5,4,13.9,107,32.4,978.4,119.31893004006156,224.4570719648604,2
5,5,13.4,112,34.2,977.9,116.57677953596163,227.21351274497923,1
5,6,12.7,119,35.7,977.2,116.33942450330343,215.6882160241613,6
5,7,12.4,124,36.7,976.3,104.13200735673948,197.1691019216123,1
5,8,11.2,123,37.6,975.2,114.64301312872342,175.39169694741335,3
5,9,10.7,119,38.0,974.1,107.76448958673436,167.91256813619557,0
5,10,11.0,115,38.2,973.3,109.68102728666636,167.27634710387886,0
5,11,11.5,107,37.1,973.1,91.80054189096822,170.6607011955489,3
5,12,11.7,105,36.2,973.1,82.45861319702024,162.34041512865372,1
5,13,12.4,111,35.5,973.3,91.4484722447348,167.36006158502784,4
5,14,14.0,98,34.4,973.7,83.11112773888482,160.31139697053055,0
5,15,12.2,91,33.5,974.4,107.10447273349742,190.9907797025909,4
5,16,11.2,95,32.7,975.3,96.79948267592864,158.0344424432763,0
5,17,11.3,97,32.0,975.8,96.88980529461408,160.39690339597033,3
5,18,9.7,102,31.4,976.0,107.58968724324905,155.48784773831144,3
5,19,11.0,101,30.8,976.0,81.95523252492866,116.2841745854822,1
5,20,11.8,106,30.2,975.8,53.74757709272417,97.67468512117064,3
5,21,11.7,103,29.7,975.6,31.887974664900334,53.03153017134818,3
5,22,11.4,103,29.3,975.9,58.83793874981803,101.86783206030016,4
5,23,11.6,97,28.9,976.4,55.87627268644952,96.9228009243188,4
5,0,12.4,98,28.5,977.0,99.86163470282835,156.42580987185372,2
5,1,12.0,102,30.6,977.4,92.6117572526847,156.10040516854542,2
5,2,12.9,111,31.4,977.6,97.31885107537178,163.73469784833338,1
5,3,14.5,110,32.9,977.6,121.91861525635274,199.09996672287775,0
5,4,16.8,107,34.3,977.9,151.01814705310431,285.7875313143414,0
5,5,15.6,112,35.6,977.7,178.03888599733983,297.4492823674593,2
5,6,14.3,104,36.5,977.6,189.56049085650295,334.0409786200214,0
5,7,12.9,108,37.0,977.0,197.1653796580246,381.97087023700567,1
5,8,13.2,112,37.7,975.8,197.53674593023987,379.2192269472843,0
5,9,10.6,113,37.7,975.1,195.85848747971545,378.839930101927,3
5,10,13.4,112,36.2,974.9,174.4048529868159,272.4209032100542,2
5,11,6.6,103,35.5,975.0,151.09138443679973,214.69926976522524,3
5,12,10.1,100,35.8,975.0,142.33162913195548,221.55911854955875,1
5,13,15.1,119,36.3,973.7,131.945696880886,206.7885165994882,3
5,14,12.8,104,35.3,975.0,118.35270645288828,230.26894251931324,3
5,15,13.9,110,34.2,976.1,123.3632475194502,220.7641616980072,0
5,16,14.8,114,33.5,977.1,131.75650089606285,190.91811795041372,2
5,17,13.9,110,32.7,978.0,126.30695410083428,187.08929060873373,1
5,18,14.5,105,31.8,978.6,142.2392099065798,212.42084332825652,2
5,19,16.2,109,31.1,978.3,117.28995220391924,208.57121511211344,3
5,20,14.0,103,30.6,978.1,109.05606509433156,200.79930703424984,2
5,21,13.2,96,30.1,978.3,93.79812377585634,179.69716484202337,5
5,22,13.8,104,29.6,978.0,67.62026214217481,132.8320210866623,2
5,23,12.4,89,29.0,978.8,70.81802564031683,107.71582700650065,3
5,0,11.8,82,28.4,979.3,73.1100104505359,115.94249638802846,1
5,1,8.8,145,23.0,979.1,99.70075555411428,153.95728144808052,3
5,2,5.2,96,24.0,980.0,110.39285526702452,178.31282564943044,5
5,3,7.9,86,25.3,980.8,95.190767375384,185.5076784058305,0
5,4,11.2,101,26.1,981.7,124.68307913285842,217.58039420240283,2
5,5,9.7,112,27.1,981.9,141.7302766524529,261.19687241167424,1
5,6,7.3,110,28.1,981.1,147.48871453923684,249.85643401930665,3
5,7,4.3,90,28.5,980.3,140.5425816025657,199.1930736275452,2
5,8,2.8,79,30.4,979.5,123.29673489145694,177.36448513902016,1
5,9,3.5,81,30.8,978.4,111.78395976124546,192.5762435548816,0
5,10,4.3,17,31.0,977.8,123.3367930806837,225.8633909867143,0
5,11,7.1,16,30.8,977.2,145.67190836163448,222.7612370304649,1
5,12,4.1,13,31.1,976.8,160.65337044955388,294.50104236237456,1
5,13,7.7,106,30.1,977.8,143.65529207780438,270.991265989278,1
5,14,5.4,86,29.0,978.0,118.89550137068878,195.8373562408757,2
5,15,7.7,11,28.4,978.7,115.51924493728797,213.4624146230956,0
5,16,8.7,42,26.4,979.8,83.8407299601164,137.70152152093556,1
5,17,9.3,80,26.4,980.2,86.7041726768765,156.67533981466863,0
5,18,7.9,55,26.3,980.2,82.21971661470882,152.79697579430828,4
5,19,7.3,80,26.2,980.0,73.4071974252143,146.45880825618124,3
5,20,10.4,82,25.5,979.7,48.54593167369095,78.02486599728348,2
5,21,10.6,75,25.2,979.4,57.795340104867606,95.1672211729826,1
5,22,13.9,91,24.2,979.8,55.22529349945218,82.8032607334271,4
5,23,12.0,104,24.2,979.7,43.35401161385265,66.00404770580953,3
5,0,11.2,131,24.1,979.9,10.0,18.160370015590267,1
5,1,15.6,83,26.7,979.8,19.78727642424046,38.58968774554705,3
5,2,8.8,105,27.8,980.5,55.59232273186258,90.99145531921324,4
5,3,10.6,94,28.6,980.5,86.15197867689437,129.90914311701218,2
5,4,8.9,108,30.0,980.7,81.88033696041087,128.63889759060962,1
5,5,8.4,132,31.4,980.3,75.85912235894308,126.91466507533208,2
5,6,7.7,149,32.2,979.7,86.50482396417414,136.19234689597204,2
5,7,6.8,138,33.8,978.7,74.07855997993235,114.09190524336576,0
5,8,4.8,119,34.8,977.5,82.3975824792311,151.74262104040127,2
5,9,3.6,96,35.5,976.3,92.04902840707835,129.30191019678733,3
5,10,2.5,69,35.7,975.3,107.64812392463514,185.53566627288765,3
5,11,2.3,18,35.6,974.7,101.78100038497234,190.96762835408543,3
5,12,4.5,5,35.2,974.3,94.94779409382063,148.09358483808188,1
5,13,3.9,53,32.2,975.0,78.68327588309016,138.63795765677315,1
5,14,6.1,47,30.6,975.0,64.81174298418325,116.74798921432468,4
5,15,5.5,73,29.6,975.5,61.33338530724203,109.97166868436244,3
5,16,4.7,74,29.0,976.2,67.1105293787605,111.90746411490628,3
5,17,4.6,79,28.5,976.7,80.50324583438321,129.44493594338633,0
5,18,4.6,81,28.1,976.8,66.80523699073971,127.0337952699681,2
5,19,4.9,73,27.8,976.8,88.91504182605857,164.94341095015076,2
5,20,5.0,75,27.5,976.7,82.35668362781419,131.17386348732876,4
5,21,6.0,83,27.1,976.6,80.20050584980625,117.23802309363144,2
5,22,6.5,88,26.8,976.8,72.17228007760828,104.15070067759716,1
5,23,6.7,99,26.5,976.8,39.79144816575333,57.9588540447594,3
5,0,7.9,103,26.2,977.0,60.27298429459374,105.46094352418795,1
5,1,6.7,90,27.5,977.4,76.49834432152086,109.4689245991082,1
5,2,4.9,82,28.6,977.6,75.82859653259557,121.4892503832156,5
5,3,6.1,85,30.2,977.8,80.4505976377091,148.9880563885192,0
5,4,8.8,94,31.5,977.6,91.34462613949968,144.0147505304162,0
5,5,7.2,94,32.8,977.4,69.97197567225157,130.0068704652809,2
5,6,4.9,86,33.7,977.0,66.23898794483199,122.36197241700482,4
5,7,4.1,77,34.5,976.4,82.7290593446762,128.02291154903364,2
5,8,3.2,74,35.2,975.4,66.84181206266985,122.80801400105656,4
5,9,2.5,69,35.8,974.4,70.96099983890231,131.1831865192401,1
5,10,2.3,72,36.0,973.5,49.91617278566102,81.78626919668618,4
5,11,2.4,54,36.0,973.1,58.32100524359781,89.01256782242662,1
5,12,3.7,55,35.4,972.5,58.35428248477577,99.94702582854715,4
5,13,3.8,90,34.2,972.2,34.69187699771555,67.74763487013854,2
5,14,5.4,76,32.6,972.3,55.09377961480157,98.2746334374531,1
5,15,7.7,89,31.6,973.2,44.96552800135068,67.61707004736421,2
5,16,6.7,99,30.8,974.5,34.715188645999895,62.82248536929199,2
5,17,5.6,97,30.1,975.5,40.65220773986405,67.33313856310565,1
5,18,5.2,104,29.5,975.6,60.21654720730838,105.67505914049104,1
5,19,5.5,131,29.0,975.6,45.35756520190159,83.47780568122117,1
5,20,5.7,134,28.5,975.1,48.147006429431,82.28171306771407,0
5,21,6.2,131,28.3,975.0,56.164553291446495,106.0606023990087,1
5,22,6.5,134,28.0,974.7,72.14468207124901,132.26236570521468,5
5,23,7.8,124,27.9,974.7,78.77683719328249,139.3596914917355,3
5,0,7.9,110,27.4,974.8,76.59373588770441,114.161101308562,3
5,1,6.9,147,29.8,975.1,67.72050898920318,128.77525215288642,1
5,2,2.1,105,31.1,975.8,73.44061633597848,144.05695268127306,1
5,3,4.8,53,32.7,976.6,61.21446952259653,90.73080576988478,4
5,4,4.3,75,34.0,976.8,22.47276531791776,38.04514843727242,0
5,5,3.6,117,35.3,976.5,37.97388584849101,59.06204710891584,0
5,6,3.2,117,36.6,975.7,58.93551987993484,109.19066186270088,1
5,7,2.2,104,37.6,975.1,28.79798135881378,52.78605998571784,0
5,8,1.9,112,38.7,974.2,21.97222265228334,32.61844725573662,1
5,9,1.8,101,39.4,973.2,35.462314302132974,68.3080900699995,3
5,10,3.3,9,39.5,972.2,69.17851491759515,104.36158956828427,1
5,11,9.2,354,39.0,971.9,68.97256904096676,129.55499857138224,4
5,12,11.3,7,37.7,971.8,57.55526801843307,96.35835147233614,1
5,13,2.8,72,36.5,971.7,55.45629460001716,88.56167145237451,2
5,14,5.4,84,34.5,971.9,76.93381142723823,115.0117057551114,2
5,15,5.3,98,32.6,972.2,65.95096759764638,98.96394806232291,3
5,16,5.6,130,31.4,972.8,53.76799073812794,96.62830216226656,0
5,17,6.9,141,30.6,973.3,47.550038831584665,82.2738461568004,1
5,18,8.3,136,29.8,973.5,34.89510582454551,51.40925837925613,2
5,19,7.5,136,29.0,973.1,39.64564998201289,58.18469793201379,5
5,20,6.9,129,28.4,972.8,66.45126186085501,95.91484396891845,2
5,21,5.7,136,28.0,972.6,71.05232477150994,131.18109415213164,2
5,22,4.4,142,27.8,972.4,71.36178976246464,130.38721348852897,0
5,23,5.7,125,27.8,972.7,71.04844175248502,101.95867696364178,2
5,0,5.0,120,27.5,973.2,51.69573544678666,89.7521737895887,1
5,1,2.8,125,30.3,973.8,70.97280855931538,102.96775471638853,2
5,2,5.4,140,31.4,974.2,73.90796974819182,143.54756669200174,1
5,3,6.2,192,32.7,974.8,75.00997406951325,145.83967615174186,4
5,4,8.8,203,34.8,974.7,126.60559018023484,230.2879461074895,1
5,5,7.4,214,36.3,974.4,129.62632478769666,253.5119342699413,3
5,6,5.7,215,38.2,973.9,116.58682655749924,219.98439741033775,2
5,7,4.5,187,39.0,973.0,109.73277995866616,208.17659668581436,1
5,8,6.2,170,39.8,972.0,127.18618760075088,221.53604437717607,0
5,9,7.2,180,40.0,971.1,122.56662499874226,194.1008607833458,3
5,10,6.4,190,39.5,970.3,95.13579282410754,145.62240484954444,1
5,11,4.2,187,39.7,969.8,105.81064756032484,168.9076543126698,2
5,12,2.6,258,39.0,969.6,91.60742152120746,162.7952976026832,2
5,13,7.6,194,35.7,969.6,116.9461460123499,175.83951428695522,0
5,14,5.2,186,34.2,969.6,127.85225239683464,198.8337954442876,1
5,15,7.6,180,33.2,970.2,114.75719872226992,192.8880902787396,1
5,16,6.8,182,32.5,970.9,128.89672427606962,198.4790505617204,4
5,17,5.0,167,31.4,971.4,123.42488450637371,216.3868044789909,0
5,18,5.1,190,30.5,971.5,130.27400118256963,254.54310266930145,1
5,19,6.0,205,29.9,970.8,130.9175933237298,242.04746626257904,0
5,20,6.4,202,29.5,970.3,111.53048416649372,200.7388075955704,0
5,21,6.0,231,28.8,970.1,97.12418826508242,169.93167377484852,0
5,22,4.8,236,28.2,969.9,114.0611817022916,193.07920346662223,2
5,23,3.1,100,28.0,970.3,108.83343355046432,164.5494382229302,1
5,0,3.2,128,27.0,970.6,103.09536324678795,199.67780818726223,1
5,1,4.3,75,28.2,971.8,89.65898823186888,138.8926754124152,2
5,2,2.2,76,29.2,972.5,98.24707539258392,142.92840365727773,2
5,3,2.3,356,31.5,973.2,130.5602416419727,241.5376361199093,3
5,4,6.9,337,34.5,973.6,112.69122376396136,169.64191095499055,3
5,5,13.2,354,35.2,973.9,112.9853932376566,183.3908399837219,2
5,6,10.7,5,34.5,973.4,134.0701622451224,189.97352609820933,1
5,7,6.2,21,34.3,972.8,130.66852515192443,193.68221475111565,0
5,8,6.3,72,35.5,972.2,135.587249580478,203.91267175992263,2
5,9,6.7,82,34.3,971.5,112.492621700227,161.16211313091486,3
5,10,3.6,87,35.4,970.8,114.06796598831902,204.6372664200753,0
5,11,2.4,126,36.1,970.2,106.25400541441888,202.1168661004916,2
5,12,1.8,135,36.0,969.9,116.81455480817496,189.7055805300471,2
5,13,6.5,185,33.0,970.6,129.34389010082873,248.9541203548056,1
5,14,5.7,198,31.5,970.8,161.65295572102508,247.00700063179545,2
5,15,5.8,216,30.5,971.3,160.58215774712622,256.1661586414058,1
5,16,6.9,225,29.6,972.0,155.81088672114612,232.22712013712388,2
5,17,6.0,224,29.1,972.5,149.54556257269155,265.0449119949228,1
5,18,4.7,208,28.4,972.7,135.6935119232621,224.155064293552,0
5,19,4.0,188,27.5,972.3,133.60141838286123,236.20330074120525,2
5,20,4.5,182,26.8,972.0,122.21025539248969,226.94504837804968,8
5,21,5.2,184,26.5,971.8,118.91614449728492,205.41834152050583,1
5,22,4.9,176,26.2,971.7,137.9884930816758,245.1473504454752,2
5,23,5.0,180,26.1,972.1,120.2915052943136,235.90970829932365,1
5,0,6.6,202,26.2,972.9,136.56053318181793,215.68897540004664,2
5,1,4.8,202,28.2,973.9,153.8612058737341,248.56252624597565,2
5,2,4.7,198,30.2,974.4,147.9040573814945,270.7564238499819,0
5,3,3.8,211,32.5,975.1,112.48582815821614,198.7380838276996,1
5,4,4.0,231,34.7,975.2,103.31991553597804,155.71548452083096,2
5,5,2.8,252,36.5,975.0,123.64284218079688,201.0047325461306,0
5,6,3.0,237,37.8,974.6,122.13553702823395,205.27354002465296,2
5,7,4.0,207,39.0,974.0,106.13244984098692,175.2919523425815,0
5,8,7.9,204,39.7,973.2,99.14758103846496,149.41192305698675,4
5,9,12.0,224,39.0,973.1,108.24212333218676,211.5763382691996,3
5,10,6.9,276,39.5,972.6,112.0189145219888,208.0629524536078,4
5,11,9.4,268,38.8,972.7,103.6330415822445,175.01687959395568,4
5,12,14.4,234,35.4,972.5,94.16737124679976,170.25805533934982,0
5,13,9.6,233,28.5,974.0,85.27426188646245,165.29303718296902,0
5,14,5.9,168,29.8,973.6,69.31068293033867,102.69794978519433,2
5,15,8.6,88,29.9,973.7,93.01024997934644,144.18670599169354,3
5,16,9.2,69,29.0,974.4,85.27441794324169,147.15130490666738,1
5,17,4.5,88,28.7,974.8,101.40435396129998,190.57997385503856,2
5,18,6.6,151,28.6,974.6,120.48365934400675,171.29799656476715,3
5,19,3.2,137,28.1,974.4,129.80995688182549,258.37515182330964,3
5,20,4.1,105,27.2,974.5,116.75465650287222,195.3239976002748,2
5,21,7.5,190,27.2,974.0,117.53514220763417,189.8825690097187,3
5,22,9.4,169,27.4,973.3,116.618693891007,183.7484564139219,0
5,23,10.5,199,27.1,973.8,102.6012965909544,154.37534979192176,3
6,0,12.3,190,27.0,974.1,108.406556157683,203.256259467584,1
6,1,10.7,215,29.5,974.9,91.08030367451768,179.7240725003308,0
6,2,11.0,229,31.6,975.4,110.98746413398936,182.92807922315495,3
6,3,14.5,242,33.7,975.9,104.11945826111454,205.2665576302029,4
6,4,18.6,268,34.8,976.2,107.92490727309568,204.439838936908,4
6,5,17.7,294,35.2,976.0,112.58173461897825,190.108970689589,1
6,6,11.1,292,34.8,976.1,108.63998655151926,196.03169819350796,1
6,7,4.4,289,36.2,975.7,117.77639491849646,195.6254739674621,3
6,8,7.6,267,37.3,975.3,110.07520057730896,191.0062355439732,0
6,9,6.5,267,35.4,974.9,118.53713998143672,170.08038403995462,2
6,10,8.1,265,36.2,974.2,92.89373077959183,168.85833018716698,1
6,11,9.0,227,36.0,973.7,91.90005139482884,131.5728244785638,1
6,12,9.7,230,36.0,973.3,118.19398124122024,223.416287470931,1
6,13,14.9,221,26.4,974.8,97.7696132480146,185.270303893318,3
6,14,10.4,179,27.0,974.4,84.22647736534037,129.8979791879904,1
6,15,11.2,152,26.9,974.0,89.91244737369007,143.33821398318824,1
6,16,7.8,165,27.3,974.4,90.01492936541504,152.01597294884064,1
6,17,6.3,165,27.6,974.1,92.67288791797694,162.9187279045486,2
6,18,5.3,225,27.4,973.9,97.1434060783942,152.74947658018164,1
6,19,5.2,239,27.2,973.4,103.34988749898132,181.4298844566051,1
6,20,7.0,222,26.8,972.9,116.06039637842656,183.2213263830156,3
6,21,10.1,219,26.0,972.7,117.0016365945116,167.6977943409904,2
6,22,8.9,228,25.5,972.8,112.8826081157823,158.2068412123963,2
6,23,1.5,339,25.0,973.5,122.88295282224504,179.49397835800931,1
6,0,3.7,113,24.1,974.1,150.29288656344875,281.85182795456643,3
6,1,2.5,8,28.3,975.4,144.47409171136528,285.6048777555805,1
6,2,5.3,38,29.1,976.1,126.60874297016912,209.68683242728432,0
6,3,4.2,80,30.4,976.3,141.75407871245682,242.0607350926136,1
6,4,3.7,133,32.0,976.3,136.97295338190716,203.8306711846977,5
6,5,2.3,157,33.7,976.2,101.8856148535059,176.3251616977344,4
6,6,2.3,209,35.2,975.7,115.60837852541164,171.88572113564362,1
6,7,6.1,256,36.4,975.0,107.21761788356164,189.424431801446,3
6,8,9.3,257,37.0,974.1,106.33785686064309,208.4174355692007,0
6,9,10.3,275,36.7,973.9,107.083776133114,162.49096972974206,2
6,10,2.8,345,36.1,973.5,105.6328937164886,196.3438979844896,2
6,11,2.3,331,36.3,973.3,112.11138160192534,158.53686769858842,2
6,12,5.4,56,35.3,973.2,100.76794788318516,163.77797890272538,1
6,13,10.1,271,32.0,974.1,104.78774006750793,153.6658876053557,0
6,14,8.3,259,31.5,974.9,96.81576589699836,156.01718015857992,1
6,15,8.7,257,30.5,975.6,104.61634652061107,157.35576424029205,1
6,16,9.1,243,29.4,976.4,109.7852241287458,178.28933698565638,3
6,17,5.3,246,28.9,976.4,91.17512118520229,150.48578512594707,1
6,18,1.5,216,28.4,976.1,104.74734080930756,165.53794960234174,2
6,19,0.9,323,28.0,976.0,92.63315505166608,166.18139478585547,1
6,20,0.5,90,27.7,975.2,101.89070652071666,198.82047994347135,2
6,21,3.1,190,27.0,974.4,103.61094556966512,169.95896309865978,2
6,22,7.7,213,26.8,974.4,132.02260616462544,200.0678355079332,2
6,23,9.0,202,26.3,975.0,126.66835581258512,197.91090213465912,0
6,0,8.0,203,25.8,975.8,119.96176828955365,229.41494494979077,4
6,1,7.5,46,26.7,977.2,118.8742973722823,207.19597859349005,2
6,2,5.3,24,27.5,977.6,113.63917089253994,190.11908512454872,1
6,3,5.7,62,29.6,977.7,125.4743823324167,186.92948038873163,2
6,4,2.9,94,31.7,977.9,99.88228497262622,166.78707366365757,1
6,5,2.6,164,33.2,977.8,85.28882018816829,133.65570090235013,3
6,6,6.4,238,34.6,977.7,71.94289434566356,141.43238323865643,1
6,7,11.9,256,34.2,977.4,90.20321879070084,174.1320880105488,3
6,8,12.3,265,34.0,976.9,118.04209750035965,171.20135571431078,1
6,9,10.7,275,34.5,976.4,111.0711494722616,189.93078741982688,2
6,10,8.2,284,33.5,975.9,103.83170867718528,159.38530768816867,1
6,11,4.6,318,33.7,975.7,100.89932025616449,166.1273258245142,2
6,12,2.6,309,34.0,975.6,114.6375627696709,220.80441834094623,2
6,13,7.8,331,31.1,976.4,95.6635094798452,164.20724743625155,1
6,14,5.5,343,30.1,977.0,96.07269327288247,153.76714860230473,2
6,15,2.8,15,29.7,977.8,107.49338839233069,163.8987179032934,2
6,16,3.2,56,29.0,978.5,110.6604621021953,208.06323820735136,3
6,17,5.0,150,28.5,979.2,108.83814014095692,193.156223763406,0
6,18,8.5,136,27.0,979.2,119.37001751536836,200.64181384716665,2
6,19,8.1,141,25.9,978.6,73.28453136884298,112.16128728812254,2
6,20,7.5,153,25.2,977.8,82.5242080249223,132.0839416224027,2
6,21,6.9,152,25.0,977.3,70.86065197551872,140.0139913735907,1
6,22,4.2,168,24.6,977.6,47.51509332511999,81.34840380884621,0
6,23,3.2,207,24.5,977.7,61.63162298548271,101.10172039895863,3
6,0,3.2,289,24.5,978.5,87.2733388643788,149.48641996606335,2
6,1,3.4,47,26.3,979.5,87.68427725852555,163.74101464143928,3
6,2,5.2,74,26.6,980.2,104.40896774071707,167.4788086247985,3
6,3,5.5,77,27.5,980.5,129.35224483647508,194.962765516256,1
6,4,4.9,96,28.2,981.1,147.3407371565883,257.9879833385768,2
6,5,3.9,103,31.2,980.9,168.40613138150033,302.9832537219079,0
6,6,4.9,107,33.2,980.4,173.89743060942868,317.82030053134514,3
6,7,2.2,90,34.9,979.8,168.8391921320097,325.72331236206014,4
6,8,1.1,180,36.4,978.9,139.12578574035123,225.7600347489058,1
6,9,19.8,37,29.5,980.0,127.92226984436688,184.87491940380556,2
6,10,5.7,134,30.2,978.9,108.88134393018731,215.0416505458593,0
6,11,5.0,229,31.5,979.4,136.95735029963578,227.4871389778345,3
6,12,4.9,219,31.2,978.5,127.02332808318717,225.33360519537425,2
6,13,8.4,335,32.4,979.3,122.56906737663574,220.59774755364364,3
6,14,7.6,357,30.8,979.7,124.9844412795792,215.96164411160123,5
6,15,8.2,15,29.6,980.8,119.5400338472081,182.07794261733216,1
6,16,4.3,28,28.2,981.7,139.4117960689486,258.34202383993323,1
6,17,3.1,62,27.4,981.9,122.53087603603696,230.63388656675576,1
6,18,3.2,90,27.1,981.7,119.59690026099192,207.11615997000345,1
6,19,5.6,111,26.9,981.1,102.900151449422,174.22402247908215,1
6,20,5.1,84,26.1,980.9,79.20979863616921,116.3087304161601,2
6,21,6.4,135,25.6,980.4,68.51228240897302,99.36822733738764,3
6,22,5.8,144,25.2,980.6,72.30550221234955,115.95914711256728,1
6,23,5.1,153,24.8,981.2,69.83541862335571,110.79442891150872,1
6,0,3.9,236,24.4,982.3,63.6655620629123,125.56083126737651,6
6,1,1.9,124,26.4,983.2,47.40424390154356,88.65416762791186,4
6,2,3.8,221,27.8,984.1,52.61723592195879,94.49816569130932,4
6,3,6.4,254,29.6,984.6,35.98470671929788,61.55503820727914,5
6,4,3.6,273,31.3,984.7,54.98707550271213,82.5037363330583,0
6,5,0.7,346,33.0,984.6,61.92496424645847,123.04948661007415,3
6,6,2.0,117,34.3,984.0,45.06919532983866,73.23854295315039,0
6,7,2.4,144,35.5,983.3,47.12413964110685,68.99706171010966,2
6,8,3.2,183,36.3,982.5,42.32937959313743,71.80245197004673,1
6,9,3.6,198,36.8,981.5,49.28405929011139,94.84218490042312,3
6,10,4.2,198,37.2,980.9,70.86241005144743,136.9327213537692,0
6,11,2.8,230,37.0,980.5,42.04858200161652,59.14467553457655,5
6,12,6.4,352,35.8,980.5,45.96911498866613,88.80209958679812,1
6,13,9.4,247,34.0,980.9,45.37021155629991,70.90867400811894,4
6,14,5.4,272,32.3,981.5,57.3032915474269,81.56455500726265,2
6,15,2.0,260,31.1,982.1,61.17091181624954,116.7553388629744,2
6,16,1.4,293,31.0,982.7,50.1742806585423,96.25032876188132,4
6,17,1.8,264,30.2,983.1,46.7710435576888,82.21127086421694,1
6,18,2.0,170,29.1,982.9,36.55355134986759,63.77352819647251,0
6,19,4.7,182,28.5,982.2,55.4383032938598,104.66042958418706,2
6,20,5.8,185,28.1,981.7,56.61414769455296,105.96955386284074,3
6,21,4.6,171,27.5,981.5,85.87059321139277,166.07916151108944,1
6,22,4.5,194,27.0,981.5,87.57362168303419,151.64672787350574,3
6,23,4.7,203,26.5,981.6,79.39015801107384,157.2392145701117,2
6,0,3.4,212,25.9,982.0,59.94542632077405,119.75226472411586,4
6,1,3.7,349,29.0,982.9,38.103788544857466,56.009778668058914,0
6,2,3.0,25,30.5,983.2,21.731370545289373,41.50096890339043,4
